lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,breadthMoho,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,breadthLAB,typeLAB
36.25,-112.5,11.2115,0.6724,0.0796714,0.0443,1,Ps,11.9652,4.69352,0.0612097,0.00370595,18.3301,Sp
36.5,-112.5,10.9491,0.6724,0.0572733,0.0443,1,Ps,11.9763,4.7378,0.0569533,0.00520195,10.2701,Sp
36.75,-112.5,10.9937,0.6724,0.0425423,0.0443,1,Ps,11.8081,4.8128,0.051591,0.00366105,27.87,Sp
37,-112.5,10.9982,0.6724,0.0336621,0.0443,1,Ps,11.8804,4.79877,0.0532892,0.00399765,33.7098,Sp
37.25,-112.5,11.4758,0.6724,0.0359681,0.0443,1,Ps,12.469,4.6925,0.0466828,0.00755528,34.5399,Sp
37.5,-112.5,12.058,0.6724,0.0469706,0.0443,1,Ps,13.5059,4.31741,0.0342851,0.00675354,50,Sp
37.75,-112.5,12.141,0.6724,0.0738856,0.0443,1,Ps,13.8075,4.13347,0.0308667,0.00433533,44.5399,Sp
38,-112.5,12.2977,0.6724,0.087549,0.0443,1,Ps,13.033,4.5897,0.0430691,0.00856797,21.2001,Sp
38.25,-112.5,12.0455,0.6724,0.104028,0.0443,1,Ps,12.6732,4.7325,0.0497588,0.00502127,30,Sp
38.5,-112.5,11.5087,0.6724,0.108581,0.0443,1,Ps,12.6211,4.82504,0.0390926,0.00953513,21.8402,Sp
38.75,-112.5,10.7296,0.6724,0.108862,0.0443,1,Ps,11.4038,5.53418,0.0296313,0.00508688,21.9301,Sp
39,-112.5,10.055,0.6724,0.107739,0.0443,1,Ps,10.7925,5.54077,0.0330319,0.005877,25.7401,Sp
39.25,-112.5,9.73395,0.6724,0.103565,0.0443,1,Ps,11.0865,5.57851,0.0291453,0.00618854,23.15,Sp
39.5,-112.5,9.6806,0.6724,0.0934482,0.0443,1,Ps,11.4602,5.71965,0.0296065,0.00581232,43.4398,Sp
39.75,-112.5,9.47984,0.6724,0.0965179,0.0443,1,Ps,9.46602,6.43854,0.0373634,0.00420824,2.3003,Sp
40,-112.5,9.5799,0.6724,0.10349,0.0443,1,Ps,9.33036,6.47898,0.0378291,0.00535564,14.16,Sp
40.25,-112.5,9.86815,0.6724,0.107169,0.0443,1,Ps,9.50584,6.60032,0.0371767,0.00495931,25.7202,Sp
40.5,-112.5,9.8506,0.6724,0.0954937,0.0443,1,Ps,12.0525,5.20008,0.0344052,0.00451455,20.7401,Sp
40.75,-112.5,9.82176,0.6724,0.0709863,0.0443,1,Ps,11.5566,5.29837,0.0342757,0.0079289,28.2301,Sp
41,-112.5,9.94239,0.6724,0.0581653,0.0443,1,Ps,9.98276,5.98701,0.0368061,0.0101261,14.1699,Sp
41.25,-112.5,9.92568,0.6724,0.051543,0.0443,1,Ps,9.7131,5.95061,0.0473271,0.0098994,13.3301,Sp
41.5,-112.5,10.1419,0.6724,0.0538591,0.0443,1,Ps,9.08752,6.27279,0.0445299,0.00796219,13.7098,Sp
41.75,-112.5,10.6861,0.6724,0.0636197,0.0443,1,Ps,8.8405,6.37721,0.0360372,0.0044287,7.68997,Sp
42,-112.5,11.0828,0.6724,0.0720936,0.0443,1,Ps,8.72165,6.4131,0.0389392,0.00422108,14.1861,Sp
42.25,-112.5,11.2143,0.6724,0.0748665,0.0443,1,Ps,8.67025,6.66458,0.034443,0.00608438,19.7901,Sp
42.5,-112.5,11.241,0.6724,0.0724764,0.0443,1,Ps,9.54409,6.49612,0.0358188,0.010873,9.53994,Sp
42.75,-112.5,11.4974,0.6724,0.0663147,0.0443,1,Ps,9.65017,6.02295,0.03671,0.0114733,7.59003,Sp
43,-112.5,11.9876,0.6724,0.0581528,0.0443,1,Ps,9.73936,6.5724,0.0326442,0.00666393,13.9899,Sp
43.25,-112.5,12.546,0.6724,0.0515234,0.0443,1,Ps,9.57808,6.80613,0.0339988,0.0057372,19.0799,Sp
43.5,-112.5,13.0464,0.6724,0.0535742,0.0443,1,Ps,9.58027,6.93877,0.0307178,0.00633352,5.46006,Sp
43.75,-112.5,13.1646,0.6724,0.0660673,0.0443,1,Ps,9.77728,7.00358,0.0212525,0.00413635,17.8407,Sp
44.25,-112.5,12.8232,0.6724,0.0969818,0.0443,1,Ps,13.281,4.51763,0.0208244,0.00338678,31.145,Sp
44.5,-112.5,12.5695,0.6724,0.0945392,0.0443,1,Ps,12.0833,5.28936,0.0287779,0.00702834,28.0598,Sp
44.75,-112.5,12.3656,0.6724,0.0899614,0.0443,1,Ps,10.887,5.53141,0.0385813,0.00383249,15.4601,Sp
45,-112.5,12.1166,0.6724,0.0863814,0.0443,1,Ps,10.8675,5.3803,0.0382918,0.00357971,15.1,Sp
45.25,-112.5,11.8383,0.6724,0.080397,0.0443,1,Ps,10.8269,5.41849,0.0358587,0.00376351,28.5101,Sp
45.5,-112.5,11.9147,0.6724,0.0640965,0.0443,1,Ps,10.6327,5.38416,0.0329726,0.00420399,39.0799,Sp
45.75,-112.5,11.8761,0.6724,0.0550492,0.0443,1,Ps,10.7147,5.36049,0.030496,0.0028534,23.8703,Sp
46,-112.5,11.8521,0.6724,0.0527012,0.0443,1,Ps,11.4732,4.94468,0.0307933,0.0017213,43.8998,Sp
46.25,-112.5,11.5947,0.6724,0.0612242,0.0443,1,Ps,11.717,4.66541,0.0330178,0.00161316,41.6699,Sp
46.5,-112.5,11.3504,0.6724,0.0797745,0.0443,1,Ps,11.7016,4.68344,0.0322325,0.00438706,44.7299,Sp
46.75,-112.5,11.3548,0.6724,0.0995136,0.0443,1,Ps,11.5633,4.73351,0.0260177,0.00321006,23.49,Sp
47,-112.5,11.4049,0.6724,0.111297,0.0443,1,Ps,12.5037,4.19639,0.0210691,0.00121079,16.3467,Sp
47.25,-112.5,11.7259,0.6724,0.112399,0.0443,1,Ps,11.0769,5.33543,0.026296,0.00413659,20.2921,Sp
47.5,-112.5,12.4114,0.6724,0.106443,0.0443,1,Ps,10.9763,5.0652,0.0316872,0.00379689,20,Sp
47.75,-112.5,13.0476,0.6724,0.0915445,0.0443,1,Ps,11.3101,4.90212,0.0275286,0.00404744,10.1801,Sp
48,-112.5,13.0988,0.6724,0.0741416,0.0443,1,Ps,12.5452,4.14771,0.025462,0.00375357,14.72,Sp
48.25,-112.5,12.8475,0.6724,0.0523841,0.0443,1,Ps,12.5276,3.96398,0.0251056,0.00377996,13.1278,Sp
48.5,-112.5,12.5431,0.6724,0.0471601,0.0443,1,Ps,11.8923,5.38913,0.0268476,0.00645418,11.3633,Sp
48.75,-112.5,12.4133,0.6724,0.0543299,0.0443,1,Ps,13.7574,4.65259,0.0279678,0.0084141,14.5966,Sp
49,-112.5,12.3176,0.6724,0.0595356,0.0443,1,Ps,12.628,3.84646,0.0258751,0,13.0748,Sp
31.75,-112.25,8.05705,0.6724,0.110412,0.0443,1,Ps,11.5241,4.93319,0.0324114,0.00382529,32.7799,Sp
32,-112.25,8.18349,0.6724,0.109083,0.0443,1,Ps,12.0118,4.64251,0.0331015,0.00295438,34.82,Sp
32.25,-112.25,8.30249,0.6724,0.103952,0.0443,1,Ps,12.0069,4.55789,0.0329175,0.00154884,21.8395,Sp
32.5,-112.25,8.30904,0.6724,0.103394,0.0443,1,Ps,12.0742,4.70375,0.0325239,0.00295293,22.1302,Sp
32.75,-112.25,8.31967,0.6724,0.101695,0.0443,1,Ps,10.2131,5.91195,0.0335051,0.00781248,35.7191,Sp
33,-112.25,8.3257,0.6724,0.101197,0.0443,1,Ps,10.3605,5.57526,0.0355199,0.00624598,47.0401,Sp
33.25,-112.25,8.23033,0.6724,0.104406,0.0443,1,Ps,11.3929,5.04107,0.0385414,0.00349221,47.41,Sp
33.5,-112.25,8.45845,0.6724,0.0978986,0.0443,1,Ps,11.4526,4.8767,0.0402587,0.00303037,29.0803,Sp
33.75,-112.25,8.93512,0.6724,0.0915598,0.0443,1,Ps,11.5786,4.92219,0.0392908,0.00296843,45.1801,Sp
34,-112.25,9.46663,0.6724,0.0962113,0.0443,1,Ps,11.5457,4.98564,0.0397854,0.00398571,45.7397,Sp
34.25,-112.25,9.8185,0.6724,0.129253,0.0443,1,Ps,11.5547,5.05351,0.0437572,0.0069592,39.27,Sp
34.5,-112.25,10.3096,0.6724,0.158731,0.0443,1,Ps,11.5848,5.01873,0.0594241,0.0102736,29.1703,Sp
34.75,-112.25,10.328,0.6724,0.154987,0.0443,1,Ps,11.9639,4.87754,0.0642,0.00529634,29.6302,Sp
35,-112.25,10.5912,0.6724,0.135397,0.0443,1,Ps,12.4977,4.77108,0.0546261,0.00880015,35,Sp
35.25,-112.25,10.9607,0.6724,0.116207,0.0443,1,Ps,13.5654,4.20285,0.040204,0.00717458,39.0803,Sp
35.5,-112.25,11.293,0.6724,0.10659,0.0443,1,Ps,11.2462,6.08747,0.0355997,0.00901238,19.0456,Sp
35.75,-112.25,11.6224,0.6724,0.0987835,0.0443,1,Ps,11.3009,5.42309,0.038494,0.00813222,32.0401,Sp
36,-112.25,11.6393,0.6724,0.0817819,0.0443,1,Ps,11.7335,4.94025,0.0453275,0.00857155,20.09,Sp
36.25,-112.25,11.2138,0.6724,0.0692867,0.0443,1,Ps,11.9844,4.69947,0.0539321,0.00743147,27.0401,Sp
36.5,-112.25,10.9344,0.6724,0.0534911,0.0443,1,Ps,12.0389,4.6033,0.0509413,0.00747695,19.7993,Sp
36.75,-112.25,10.9493,0.6724,0.0410724,0.0443,1,Ps,12.1873,4.60558,0.0478744,0.0061875,15.3807,Sp
37,-112.25,11.0222,0.6724,0.0344622,0.0443,1,Ps,12.2281,4.60806,0.051591,0.0059927,27.0401,Sp
37.25,-112.25,11.6042,0.6724,0.0374569,0.0443,1,Ps,12.6654,4.57358,0.0448899,0.00687939,41.4805,Sp
37.5,-112.25,12.2003,0.6724,0.0522672,0.0443,1,Ps,13.2445,4.40367,0.036962,0.00492162,45,Sp
37.75,-112.25,12.4113,0.6724,0.06703,0.0443,1,Ps,13.7531,4.0748,0.0377431,0.00613432,18.8699,Sp
38,-112.25,12.3586,0.6724,0.0842078,0.0443,1,Ps,13.3465,4.36044,0.0515466,0.00705362,17.6692,Sp
38.25,-112.25,12.0148,0.6724,0.101562,0.0443,1,Ps,12.9322,4.61398,0.0534493,0.00681828,30.5499,Sp
38.5,-112.25,11.5659,0.6724,0.108139,0.0443,1,Ps,12.9359,4.81833,0.0370751,0.0100629,39.91,Sp
38.75,-112.25,10.6683,0.6724,0.111882,0.0443,1,Ps,11.2441,6.05288,0.023132,0.00253782,25.8667,Sp
39,-112.25,10.2068,0.6724,0.111397,0.0443,1,Ps,10.7329,5.64896,0.031314,0.00657264,23.9902,Sp
39.25,-112.25,9.8689,0.6724,0.104118,0.0443,1,Ps,11.3752,5.42813,0.0293439,0.00433769,36.4805,Sp
39.5,-112.25,9.67427,0.6724,0.0945884,0.0443,1,Ps,11.5945,5.11314,0.0295348,0.00159197,49.82,Sp
39.75,-112.25,9.62965,0.6724,0.0942141,0.0443,1,Ps,10.9716,5.6124,0.0300948,0.00385633,40.3698,Sp
40,-112.25,9.866,0.6724,0.100307,0.0443,1,Ps,10.6956,6.00066,0.0293125,0.00404144,17.7592,Sp
40.25,-112.25,10.1684,0.6724,0.100991,0.0443,1,Ps,11.2144,5.7169,0.0313993,0.00573411,28.1605,Sp
40.5,-112.25,10.3266,0.6724,0.0915266,0.0443,1,Ps,12.2324,4.80278,0.0291346,0.00459049,6.21034,Sp
40.75,-112.25,10.2757,0.6724,0.0709058,0.0443,1,Ps,12.278,4.8139,0.0258017,0.00420329,15.7299,Sp
41,-112.25,10.2185,0.6724,0.0572414,0.0443,1,Ps,10.3289,5.98123,0.0233172,0.00587076,14.946,Sp
41.25,-112.25,10.3468,0.6724,0.053537,0.0443,1,Ps,9.79699,5.82075,0.0302567,0.00538321,8.73002,Sp
41.5,-112.25,10.4376,0.6724,0.0574449,0.0443,1,Ps,16.306,4.32473,0.0276374,0.00828784,4.99192,Sp
41.75,-112.25,10.8418,0.6724,0.0638676,0.0443,1,Ps,16.2785,2.43727,0.0273132,0.000539844,14.8098,Sp
42.25,-112.25,11.2341,0.6724,0.0763988,0.0443,1,Ps,12.7005,5.26698,0.0232782,0.00292666,7.59001,Sp
42.5,-112.25,11.2173,0.6724,0.0760441,0.0443,1,Ps,12.6914,5.32402,0.0258741,0.00409658,1.56996,Sp
42.75,-112.25,11.4657,0.6724,0.0689815,0.0443,1,Ps,11.2416,6.24866,0.0249432,0.00437949,8.52007,Sp
43,-112.25,11.6255,0.6724,0.0675058,0.0443,1,Ps,11.9305,5.82464,0.024821,0.00387652,19.2234,Sp
43.25,-112.25,12.1551,0.6724,0.058669,0.0443,1,Ps,11.5594,5.63986,0.0324639,0.00413988,40.7506,Sp
43.5,-112.25,12.6509,0.6724,0.0586363,0.0443,1,Ps,12.5619,5.06712,0.0317119,0.00559543,20.8503,Sp
43.75,-112.25,13.0007,0.6724,0.0647521,0.0443,1,Ps,12.7601,4.72283,0.0224831,0.00456482,25.5499,Sp
44,-112.25,13.0822,0.6724,0.0861024,0.0443,1,Ps,12.4847,4.85756,0.023859,0.00195682,34.5851,Sp
44.25,-112.25,12.9599,0.6724,0.0924536,0.0443,1,Ps,13.0228,4.63147,0.0243854,0.00315725,27.3991,Sp
44.5,-112.25,12.5741,0.6724,0.0926344,0.0443,1,Ps,13.1044,4.52616,0.0276183,0.00391703,39.91,Sp
44.75,-112.25,11.459,0.6724,0.0853398,0.0443,1,Ps,11.5794,5.31595,0.0304664,0.00627178,22.6204,Sp
45,-112.25,10.9467,0.6724,0.077546,0.0443,1,Ps,10.6616,5.54719,0.0318947,0.00665774,16.3004,Sp
45.25,-112.25,10.7991,0.6724,0.0658522,0.0443,1,Ps,10.093,5.86163,0.0308442,0.00303544,35.9197,Sp
45.5,-112.25,10.7773,0.6724,0.0626915,0.0443,1,Ps,10.3265,5.57605,0.030396,0.00343563,33.7896,Sp
45.75,-112.25,11.8876,0.6724,0.0561655,0.0443,1,Ps,10.5333,5.34451,0.0318853,0.00644698,21.6594,Sp
46,-112.25,11.9843,0.6724,0.0554278,0.0443,1,Ps,10.8235,5.35771,0.0323304,0.00334458,34.4404,Sp
46.25,-112.25,11.8403,0.6724,0.0615765,0.0443,1,Ps,11.7864,4.83635,0.0341518,0.00165194,44.6302,Sp
46.5,-112.25,11.6328,0.6724,0.0831286,0.0443,1,Ps,11.9166,4.6108,0.0327633,0.00482662,33.1399,Sp
46.75,-112.25,11.7046,0.6724,0.0900635,0.0443,1,Ps,11.8158,4.56529,0.0248736,0.00280329,26.4799,Sp
47,-112.25,11.6852,0.6724,0.098388,0.0443,1,Ps,12.2555,4.42333,0.022635,0.00361716,10.8297,Sp
47.25,-112.25,12.1012,0.6724,0.102234,0.0443,1,Ps,10.2268,5.8465,0.027398,0.00440782,12.0401,Sp
47.5,-112.25,12.5502,0.6724,0.10188,0.0443,1,Ps,10.5218,5.25571,0.032011,0.00235961,11.0304,Sp
47.75,-112.25,13.0796,0.6724,0.0869427,0.0443,1,Ps,10.9979,4.9605,0.027607,0.00371302,17.7798,Sp
48,-112.25,13.0429,0.6724,0.07223,0.0443,1,Ps,12.3024,4.37122,0.0231848,0.00211706,18.6996,Sp
48.25,-112.25,12.8726,0.6724,0.0599002,0.0443,1,Ps,12.2636,4.10612,0.0254851,0.00554267,5.91974,Sp
48.5,-112.25,12.4993,0.6724,0.0497707,0.0443,1,Ps,12.0456,4.73322,0.0287519,0.00654583,14.7299,Sp
48.75,-112.25,12.2611,0.6724,0.0532913,0.0443,1,Ps,12.3496,4.86664,0.0274044,0.0046786,10.3699,Sp
49,-112.25,12.0398,0.6724,0.0584697,0.0443,1,Ps,12.7281,3.96434,0.0258751,0.00280651,6.12039,Sp
49.25,-112.25,11.9231,0.6724,0.0598015,0.0443,1,Ps,13.3545,3.86981,0.0225525,0.00118643,0,Sp
31.75,-112,8.32346,0.6724,0.097872,0.0443,1,Ps,12.0498,4.59175,0.0436182,0.00723283,33.7998,Sp
32,-112,8.46443,0.6724,0.0924696,0.0443,1,Ps,11.9862,4.54775,0.0387854,0.00567599,44.91,Sp
32.25,-112,8.21099,0.6724,0.107458,0.0443,1,Ps,11.9972,4.58987,0.035296,0.00357235,27.2396,Sp
32.5,-112,8.21244,0.6724,0.109399,0.0443,1,Ps,11.8742,4.62575,0.039077,0.00413437,9.07988,Sp
32.75,-112,8.21294,0.6724,0.103934,0.0443,1,Ps,11.7631,5.02718,0.0330165,0.0050209,38.0501,Sp
33,-112,8.22031,0.6724,0.0992739,0.0443,1,Ps,10.9799,5.32632,0.0314968,0.00518562,49.91,Sp
33.25,-112,8.23083,0.6724,0.096136,0.0443,1,Ps,11.4018,4.9965,0.0412503,0.00725929,41.4899,Sp
33.5,-112,8.47144,0.6724,0.0989521,0.0443,1,Ps,11.3439,5.11593,0.0460132,0.0050858,30.7401,Sp
33.75,-112,8.69701,0.6724,0.0981233,0.0443,1,Ps,11.2639,5.21063,0.0384369,0.00526186,47.13,Sp
34,-112,9.6141,0.6724,0.121942,0.0443,1,Ps,11.7142,4.95086,0.0341459,0.00190384,40,Sp
34.25,-112,9.93457,0.6724,0.137334,0.0443,1,Ps,11.6315,4.98693,0.0364008,0.00629081,39.5399,Sp
34.5,-112,10.5693,0.6724,0.153844,0.0443,1,Ps,11.5424,5.09113,0.0551413,0.00883928,25.9201,Sp
34.75,-112,10.6888,0.6724,0.141284,0.0443,1,Ps,11.9008,4.98543,0.0565978,0.00466615,28.0501,Sp
35,-112,10.8199,0.6724,0.122019,0.0443,1,Ps,12.7615,4.73327,0.0468512,0.00685648,34.91,Sp
35.25,-112,11.1572,0.6724,0.0969567,0.0443,1,Ps,13.8683,3.96349,0.0344571,0.00780463,25.6401,Sp
35.5,-112,11.5676,0.6724,0.0886514,0.0443,1,Ps,13.09,4.79536,0.0285743,0.00518771,24.725,Sp
35.75,-112,11.6583,0.6724,0.0913115,0.0443,1,Ps,11.7921,5.01923,0.0373996,0.00530448,23.6101,Sp
36,-112,11.7005,0.6724,0.078698,0.0443,1,Ps,11.7589,4.85062,0.0407818,0.00280759,2.12025,Sp
36.25,-112,11.3455,0.6724,0.0739341,0.0443,1,Ps,11.7081,4.84696,0.0433373,0.00355816,22.4197,Sp
36.5,-112,10.9758,0.6724,0.0529228,0.0443,1,Ps,11.8441,4.73333,0.0411758,0.00450954,4.99006,Sp
36.75,-112,10.9843,0.6724,0.0461543,0.0443,1,Ps,12.1159,4.62733,0.036316,0.0040585,10.3601,Sp
37,-112,11.1264,0.6724,0.0416552,0.0443,1,Ps,12.2585,4.79433,0.0375896,0.00536378,19.63,Sp
37.25,-112,11.6998,0.6724,0.0411216,0.0443,1,Ps,13.4177,4.14178,0.0394301,0.00326957,43.6101,Sp
37.5,-112,11.9657,0.6724,0.0457201,0.0443,1,Ps,13.2825,4.18729,0.0392638,0.00236384,45.37,Sp
37.75,-112,12.2953,0.6724,0.0647011,0.0443,1,Ps,13.5451,4.10919,0.0396102,0.00485332,8.61009,Sp
38,-112,12.3164,0.6724,0.0782344,0.0443,1,Ps,13.3828,4.15587,0.0439183,0.00790856,5.09002,Sp
38.25,-112,12.0789,0.6724,0.0995902,0.0443,1,Ps,13.4563,4.27368,0.0424084,0.0068171,18.6198,Sp
38.5,-112,11.6761,0.6724,0.101762,0.0443,1,Ps,13.8835,4.09512,0.0375865,0.0064619,9.99006,Sp
38.75,-112,10.9972,0.6724,0.104998,0.0443,1,Ps,14.1656,4.56755,0.0279633,0.00608618,13.8998,Sp
39,-112,10.2416,0.6724,0.100258,0.0443,1,Ps,11.3697,6.10451,0.0240575,0.00427889,15.8301,Sp
39.25,-112,10.1839,0.6724,0.0946393,0.0443,1,Ps,11.9468,5.15032,0.0266972,0.00368529,40.1801,Sp
39.5,-112,10.2798,0.6724,0.089309,0.0443,1,Ps,11.4975,5.56998,0.0282303,0.00982672,40.7401,Sp
39.75,-112,10.3968,0.6724,0.0906837,0.0443,1,Ps,10.1242,6.12684,0.0317473,0.0149328,17.4002,Sp
40,-112,10.6696,0.6724,0.0925822,0.0443,1,Ps,10.245,6.15476,0.0318778,0.00917865,38.3398,Sp
40.25,-112,10.8128,0.6724,0.0975919,0.0443,1,Ps,10.1857,5.993,0.0317435,0.00893906,23.0501,Sp
40.5,-112,10.9172,0.6724,0.0950531,0.0443,1,Ps,10.0145,6.02563,0.027352,0.00801587,34.08,Sp
40.75,-112,10.7946,0.6724,0.0922011,0.0443,1,Ps,9.80484,5.80925,0.0214066,0.00293328,19.8601,Sp
41,-112,10.9276,0.6724,0.0683919,0.0443,1,Ps,9.81779,5.76177,0.0260318,0.00530462,14.946,Sp
41.25,-112,10.8141,0.6724,0.0672427,0.0443,1,Ps,9.7563,5.85025,0.0215524,0.000627586,8.47498,Sp
41.5,-112,10.8705,0.6724,0.0636166,0.0443,1,Ps,16.3217,2.49448,0.0262565,0.00243051,10.7132,Sp
41.75,-112,10.9894,0.6724,0.0643754,0.0443,1,Ps,16.3287,3.14683,0.0255538,0.00297311,6.56023,Sp
42,-112,11.1187,0.6724,0.0664246,0.0443,1,Ps,11.6023,6.12807,0.0259063,0.00421566,11.7311,Sp
42.25,-112,11.2506,0.6724,0.0748309,0.0443,1,Ps,12.2597,4.60894,0.0282871,0.00454992,14.5088,Sp
42.5,-112,11.1144,0.6724,0.0787772,0.0443,1,Ps,12.3634,4.58796,0.0313917,0.0060174,28.4298,Sp
42.75,-112,11.3612,0.6724,0.0748512,0.0443,1,Ps,12.8894,4.9922,0.0281592,0.00591699,15.1801,Sp
43,-112,11.2286,0.6724,0.0766809,0.0443,1,Ps,13.0125,4.96918,0.0251246,0.00284204,43.6099,Sp
43.25,-112,11.6848,0.6724,0.0658389,0.0443,1,Ps,11.5821,5.3732,0.0302121,0.00432707,40.28,Sp
43.5,-112,12.148,0.6724,0.0628705,0.0443,1,Ps,11.995,5.15748,0.0301841,0.00516427,39.82,Sp
43.75,-112,12.4627,0.6724,0.0588056,0.0443,1,Ps,12.6034,4.8185,0.0239553,0.00368104,32.2299,Sp
44,-112,13.3389,0.6724,0.0530058,0.0443,1,Ps,12.4673,4.87721,0.0258574,0.00364663,16.2902,Sp
44.25,-112,13.1169,0.6724,0.0698478,0.0443,1,Ps,12.7923,4.6558,0.0297076,0.00382904,32.41,Sp
44.5,-112,11.5201,0.6724,0.0798011,0.0443,1,Ps,12.6477,4.63226,0.0299576,0.00307106,40,Sp
44.75,-112,11.0802,0.6724,0.0778515,0.0443,1,Ps,11.8065,5.0708,0.0282757,0.00314009,47.41,Sp
45,-112,10.5547,0.6724,0.0658495,0.0443,1,Ps,11.1725,5.48562,0.0248249,0.00337912,24.91,Sp
45.25,-112,10.4115,0.6724,0.0610653,0.0443,1,Ps,9.9844,6.36605,0.0282232,0.00433338,8.23014,Sp
45.5,-112,10.5241,0.6724,0.060475,0.0443,1,Ps,10.9103,5.6399,0.0349434,0.00975098,21.9402,Sp
45.75,-112,12.0158,0.6724,0.0600656,0.0443,1,Ps,10.5353,5.42354,0.0474583,0.00717829,13.6198,Sp
46,-112,12.2292,0.6724,0.0622826,0.0443,1,Ps,10.3581,5.49386,0.0386357,0.00793953,21.3802,Sp
46.25,-112,12.2109,0.6724,0.064116,0.0443,1,Ps,12.0596,5.00978,0.0352061,0.00277579,33.8998,Sp
46.5,-112,11.9795,0.6724,0.0795412,0.0443,1,Ps,12.3,4.90289,0.0347631,0.00486867,7.3003,Sp
46.75,-112,11.9978,0.6724,0.0808231,0.0443,1,Ps,11.6393,4.69406,0.0291075,0.00457884,13.8998,Sp
47,-112,12.0463,0.6724,0.0851828,0.0443,1,Ps,11.4572,4.77877,0.0308105,0.00486142,10.18,Sp
47.25,-112,12.4748,0.6724,0.0908279,0.0443,1,Ps,11.0741,5.15698,0.0266205,0.00483457,19.2599,Sp
47.5,-112,12.7945,0.6724,0.0911487,0.0443,1,Ps,10.9087,5.19092,0.0270221,0.0053606,23.7098,Sp
47.75,-112,13.2065,0.6724,0.0833389,0.0443,1,Ps,11.1196,4.79549,0.0293414,0.00526797,12.87,Sp
48,-112,13.0777,0.6724,0.0724853,0.0443,1,Ps,11.86,4.50139,0.0293067,0.00422006,15.0801,Sp
48.25,-112,12.8876,0.6724,0.0588974,0.0443,1,Ps,12.2457,4.08725,0.032426,0.00508928,31.0298,Sp
48.5,-112,12.2789,0.6724,0.0511519,0.0443,1,Ps,12.4115,4.01849,0.0357998,0.003119,23.7549,Sp
48.75,-112,12.0733,0.6724,0.0536587,0.0443,1,Ps,12.4288,4.0468,0.0291677,0.00295993,16.7288,Sp
49,-112,11.7791,0.6724,0.0557623,0.0443,1,Ps,12.4637,4.22272,0.0285748,0.00355456,13.7999,Sp
49.25,-112,11.7765,0.6724,0.0564919,0.0443,1,Ps,13.3975,3.72627,0.0242465,0.00382683,0,Sp
31.75,-111.75,8.33841,0.6724,0.0961418,0.0443,1,Ps,12.1038,4.51381,0.0492065,0.00699574,32.0401,Sp
32,-111.75,8.34074,0.6724,0.0978658,0.0443,1,Ps,12.1046,4.59024,0.0412391,0.00714064,35.18,Sp
32.25,-111.75,8.21679,0.6724,0.108132,0.0443,1,Ps,12.1238,4.62868,0.0355,0.00428581,36.1204,Sp
32.5,-111.75,8.08888,0.6724,0.115457,0.0443,1,Ps,11.8652,4.70059,0.0425391,0.00433402,37.0401,Sp
32.75,-111.75,8.08562,0.6724,0.107188,0.0443,1,Ps,11.7563,4.80392,0.0451392,0.0081854,33.1497,Sp
33,-111.75,8.09053,0.6724,0.0964414,0.0443,1,Ps,11.1776,5.2048,0.0450533,0.0153711,25.539,Sp
33.25,-111.75,8.09637,0.6724,0.0860056,0.0443,1,Ps,10.9286,5.30827,0.0541538,0.0118718,28.1399,Sp
33.5,-111.75,8.59951,0.6724,0.0944347,0.0443,1,Ps,10.7531,5.35462,0.0526937,0.00478427,35.09,Sp
33.75,-111.75,8.70979,0.6724,0.11234,0.0443,1,Ps,10.7506,5.53077,0.0428194,0.00626929,45,Sp
34,-111.75,9.48443,0.6724,0.137906,0.0443,1,Ps,11.7301,5.03727,0.0362995,0.00474811,31.0098,Sp
34.25,-111.75,10.0429,0.6724,0.137509,0.0443,1,Ps,11.5686,5.0583,0.0429777,0.0114473,28.9002,Sp
34.5,-111.75,10.7665,0.6724,0.134827,0.0443,1,Ps,11.3089,5.16937,0.0551841,0.00892085,9.90998,Sp
34.75,-111.75,10.8969,0.6724,0.120894,0.0443,1,Ps,11.7454,5.02133,0.0536472,0.0056353,37.2202,Sp
35,-111.75,11.1479,0.6724,0.101718,0.0443,1,Ps,12.4538,4.87016,0.0421597,0.00632292,41.1204,Sp
35.25,-111.75,11.5641,0.6724,0.0773206,0.0443,1,Ps,13.6685,4.13489,0.0303052,0.00531727,19.7993,Sp
35.5,-111.75,11.6675,0.6724,0.0720763,0.0443,1,Ps,12.9244,4.66597,0.0327905,0.00728199,20.8503,Sp
35.75,-111.75,11.7729,0.6724,0.0677581,0.0443,1,Ps,11.9767,4.84835,0.0421985,0.00362524,22.0401,Sp
36,-111.75,11.7136,0.6724,0.0584583,0.0443,1,Ps,11.6804,4.91234,0.0407798,0.00197467,29.0803,Sp
36.25,-111.75,11.4186,0.6724,0.0557595,0.0443,1,Ps,11.6484,4.89755,0.0407808,0.00274433,25.5499,Sp
36.5,-111.75,11.1825,0.6724,0.0463012,0.0443,1,Ps,11.7897,4.76153,0.0382662,0.0029842,24.82,Sp
36.75,-111.75,11.1633,0.6724,0.0491481,0.0443,1,Ps,11.7762,4.81398,0.0346347,0.00178299,20,Sp
37,-111.75,11.3199,0.6724,0.0488265,0.0443,1,Ps,13.3867,4.27145,0.0347038,0.00218504,45,Sp
