lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,breadthMoho,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,breadthLAB,typeLAB,ttSed,ttSedstd,dvSed,dvSedstd,breadthSed,typeSed
43.25,-117.5,10.0216,0.747171,0.111639,0.0551797,1,Ps,10.9724,0.410327,0.0424329,0.00342349,39.3598840314336,Sp,0.364445914462527,0.109684126438966,0.466203840472674,0.270693489903673,0.001,Ps
43.5,-117.5,10.0229,0.562428,0.115436,0.0604564,1,Ps,10.686,0.156754,0.0403693,0.00772683,26.2001289406268,Sp,0.345845749754165,0.109216323815776,0.460203008438303,0.265251915470573,0.001,Ps
43.75,-117.5,9.6956,0.616564,0.129219,0.0665123,1,Ps,10.4573,0.0931234,0.0291266,0.00583557,47.1299687190051,Sp,0.199142794578906,0.111048560911507,0.394819639555102,0.246647125771137,0.001,Ps
44,-117.5,9.59747,0.614167,0.143554,0.0627569,1,Ps,10.3451,0.061902,0.0269899,0.0054654,45,Sp,0.129050827752069,0.105335589779607,0.324360548570638,0.238119093643385,0.001,Ps
44.25,-117.5,9.63431,0.680361,0.0975408,0.0560088,1,Ps,10.2537,0.247291,0.0285188,0.00532977,47.5900282291905,Sp,0.123863731223945,0.102758339738061,0.371392280951957,0.255122598198622,0.001,Ps
44.5,-117.5,9.6614,0.556792,0.0565336,0.04551,1,Ps,10.4898,0.433417,0.0306038,0.00537238,44.4499156948499,Sp,0.105221163884306,0.0921225769453872,0.38021293170605,0.265382411229771,0.001,Ps
44.75,-117.5,9.77305,0.556975,0.0477751,0.0435252,1,Ps,10.8404,0.249317,0.0346253,0.00587313,30,Sp,0.113831827941752,0.0959994835811999,0.383698147007782,0.266359576041994,0.001,Ps
45,-117.5,10.529,0.552287,0.0847467,0.0467585,1,Ps,10.7609,0.218473,0.0352745,0.00396298,34.8199504100706,Sp,0.122087493693217,0.0992469361396779,0.420148048044146,0.261258453040262,0.001,Ps
32.75,-117.25,7.95462,0.427061,0.0780022,0.0381657,1,Ps,12.2501,0.0943937,0.0601717,0.00433856,23.7104219119554,Sp,0.115949573219083,0.0963065745244387,0.59049058347331,0.412641348352127,0.001,Ps
33,-117.25,7.97095,0.433869,0.0766782,0.0382577,1,Ps,12.2394,0.0315361,0.0601025,0.00340532,27.5997695925528,Sp,0.115775873903278,0.0962593531768108,0.576832219267352,0.402549500706306,0.001,Ps
33.25,-117.25,8.1832,0.507161,0.0967274,0.0401228,1,Ps,12.2072,0.0316176,0.05146,0.00605776,21.8394750896468,Sp,0.121179436229326,0.100393514242586,0.488600326509167,0.369471897644592,0.001,Ps
33.5,-117.25,8.28117,0.451516,0.074661,0.0397324,1,Ps,12.1005,0.34888,0.0364855,0.00635316,16.3904680676591,Sp,0.120481824088606,0.100723794236599,0.426468002406182,0.327950169113656,0.001,Ps
33.75,-117.25,8.59464,0.385732,0.0992471,0.0451852,1,Ps,11.3665,0.284447,0.036181,0.00411183,35.9197375448234,Sp,0.149703867162223,0.115944669345374,0.425335073494021,0.321627758009207,0.001,Ps
34,-117.25,9.30363,0.308536,0.182974,0.0521502,1,Ps,11.1656,0.0627584,0.0461923,0.00341089,34.8199504100706,Sp,0.271431795941467,0.109650513449884,0.377133136601962,0.243391874937308,0.001,Ps
34.25,-117.25,9.70001,0.248245,0.218337,0.0575932,1,Ps,11.1559,0.0311189,0.0470725,0.00281508,32.0304036011292,Sp,0.366142342607017,0.106201157548784,0.365325312960153,0.206697099546107,0.001,Ps
34.5,-117.25,9.72026,0.248509,0.211089,0.081627,1,Ps,11.1276,0.093092,0.0383205,0.00470109,41.9501064326236,Sp,0.584610525625712,0.104642888491384,0.325413851204641,0.174413089321474,0.001,Ps
34.75,-117.25,9.49231,0.317413,0.204351,0.0806827,1,Ps,11.2382,0.0946956,0.0353831,0.00283494,36.1203936827649,Sp,0.454077501020708,0.108493763936276,0.429515941907438,0.202504200757196,0.001,Ps
35,-117.25,9.33033,0.249396,0.200242,0.0763385,1,Ps,11.2832,0.095295,0.0411833,0.00492599,29.3503368400708,Sp,0.347625072994569,0.11033239085245,0.459454057449603,0.234001990680383,0.001,Ps
35.25,-117.25,8.93899,0.376084,0.203981,0.0937866,1,Ps,11.3651,0.158906,0.0471114,0.00398496,31.8600747692073,Sp,0.232784000118571,0.111579673535164,0.401400464670305,0.279436249320952,0.001,Ps
35.5,-117.25,8.98439,0.308378,0.236556,0.111064,1,Ps,11.1914,0.158218,0.0433163,0.0062098,40.0900247949647,Sp,0.226347677897106,0.11133437381774,0.425675988624679,0.285828954538067,0.001,Ps
35.75,-117.25,9.14085,0.309985,0.210663,0.103554,1,Ps,11.0465,0.188264,0.032262,0.00609463,41.4696345464256,Sp,0.347928869016449,0.103570531202426,0.431443638760712,0.207811635656515,0.001,Ps
36,-117.25,9.40239,0.381838,0.170857,0.0920053,1,Ps,11.5319,0.533134,0.029451,0.00451222,37.5997695925528,Sp,0.551514306090809,0.0991125840580653,0.423110999740467,0.160404914361648,0.001,Ps
36.25,-117.25,9.8658,0.383523,0.127838,0.0707636,1,Ps,11.6455,0.502949,0.0317783,0.00513292,19.0899900816358,Sp,0.696188865421139,0.0961456725443032,0.393365670474104,0.126988366289028,0.001,Ps
36.5,-117.25,10.1351,0.384468,0.0997731,0.0564737,1,Ps,10.5575,0.660945,0.0311479,0.00457811,37.130156022553,Sp,0.794035540575213,0.0950243956954339,0.385015577396423,0.120882556589637,0.001,Ps
36.75,-117.25,10.5162,0.383634,0.129562,0.0565484,1,Ps,10.1175,0.344907,0.0306326,0.00204649,44.0802624551766,Sp,0.490833999654314,0.0980352291452665,0.344282799877509,0.133001791604752,0.001,Ps
37,-117.25,10.6587,0.385005,0.145623,0.0604802,1,Ps,10.0363,0.405877,0.031584,0.00513981,14.0596559071645,Sp,0.203992041889399,0.109298775603628,0.329462515619412,0.277016105937489,0.001,Ps
37.25,-117.25,10.5942,0.381501,0.141789,0.059799,1,Ps,10.9196,0.43562,0.0424653,0.00889849,18.3297093156329,Sp,0.254045097422757,0.104061752299043,0.318393822660609,0.253203481282091,0.001,Ps
37.5,-117.25,10.5828,0.375942,0.123899,0.0580031,1,Ps,11.0608,0.248954,0.0431163,0.00843714,12.9609857252476,Sp,0.199907568754947,0.10638863211376,0.338385563056555,0.3074113706799,0.001,Ps
37.75,-117.25,10.4518,0.430465,0.0941668,0.0547285,1,Ps,10.9865,0.312096,0.0316982,0.00889353,41.8503471427481,Sp,0.164539327708921,0.111710825607419,0.371469002214128,0.317952765087798,0.001,Ps
38,-117.25,10.1912,0.374818,0.130975,0.0583085,1,Ps,11.2339,0.218752,0.0235684,0.0029946,22.779807570042,Sp,0.28880861341606,0.102382871575181,0.359812421325107,0.263930561948935,0.001,Ps
38.25,-117.25,10.0069,0.443131,0.129899,0.0571621,1,Ps,11.2708,0.125192,0.0317762,0.00626109,13.321126115816,Sp,0.252944388328197,0.10251960818526,0.337666358514591,0.281586315746485,0.001,Ps
38.5,-117.25,10.2195,0.434582,0.137954,0.05026,1,Ps,11.1619,0.533098,0.0358324,0.00365552,31.0097623397881,Sp,0.391628162201078,0.102697470365822,0.415424691267274,0.251113342551661,0.001,Ps
38.75,-117.25,10.3367,0.445351,0.11536,0.0471261,1,Ps,10.2745,0.630598,0.03838,0.00441465,19.8308155947204,Sp,0.482561392553191,0.102377359074999,0.417174222929818,0.244774986568613,0.001,Ps
39,-117.25,10.2205,0.564166,0.120793,0.0455474,1,Ps,10.5365,0.378904,0.0384354,0.00489023,20.9197375448234,Sp,0.464094141584454,0.103134330210118,0.445147778393456,0.276878737037673,0.001,Ps
39.25,-117.25,10.1061,0.629379,0.110925,0.0416411,1,Ps,10.7701,0.126527,0.0368315,0.00667155,13.3405813687343,Sp,0.445353566299949,0.10409809686017,0.463235120884713,0.333604886822005,0.001,Ps
39.5,-117.25,9.69998,0.757905,0.0685564,0.0416174,1,Ps,11.2291,0.348403,0.0379474,0.00751233,21.4804928626238,Sp,0.454015046104438,0.103007681940522,0.446410880776246,0.348076873950382,0.001,Ps
39.75,-117.25,9.66073,0.81274,0.0794939,0.0414684,1,Ps,11.5925,0.349771,0.0498575,0.00602833,13.9002059967956,Sp,0.436772438618566,0.103299173017282,0.416887462754985,0.37208089634776,0.001,Ps
40,-117.25,9.74109,0.809579,0.0784894,0.0393374,1,Ps,12.0515,0.287115,0.0471084,0.00374223,15.3600991798589,Sp,0.415348955117755,0.104898862449946,0.400279375130957,0.387671922134124,0.001,Ps
40.25,-117.25,9.60734,0.929498,0.0733087,0.0398738,1,Ps,12.0244,0.480222,0.0449659,0.00480816,44.2603189135576,Sp,0.411145574007215,0.105988359559778,0.394748206842164,0.376384136673837,0.001,Ps
40.5,-117.25,9.94214,0.731045,0.0722,0.034186,1,Ps,12.0779,0.705822,0.0405756,0.00482359,47.5097447975881,Sp,0.332392019859758,0.106013706841407,0.425467356046892,0.406053955954851,0.001,Ps
40.75,-117.25,10.0745,0.725874,0.0604903,0.028942,1,Ps,12.6403,0.256137,0.038628,0.00572557,19.0705348287175,Sp,0.294409370926781,0.102847812422307,0.396787241728396,0.386294383552996,0.001,Ps
41,-117.25,10.131,0.72865,0.0619035,0.0284632,1,Ps,12.1866,0.733977,0.0328058,0.00442327,30.1800495899294,Sp,0.30229367014284,0.103076959433262,0.408578994456608,0.400320829331206,0.001,Ps
41.25,-117.25,9.82117,0.879056,0.0735134,0.0319563,1,Ps,10.1412,1.33691,0.0338438,0.00422923,50,Sp,0.380655739816063,0.107976076056356,0.513448774155625,0.479575605051519,0.001,Ps
41.5,-117.25,9.58484,0.959416,0.0693519,0.0320857,1,Ps,9.57045,0.730584,0.0383455,0.00434528,27.6008865453887,Sp,0.418883315441326,0.110541914378472,0.545590937696664,0.520513628512101,0.001,Ps
41.75,-117.25,10.1295,0.941787,0.0953605,0.0294104,1,Ps,9.73124,0.411469,0.0389255,0.00581974,37.5900282291905,Sp,0.359212195985964,0.105586218318176,0.473318960994362,0.456490484802431,0.001,Ps
42,-117.25,10.5979,0.808059,0.117291,0.0295775,1,Ps,10.5065,0.537279,0.0436571,0.00538906,42.130156022553,Sp,0.332873304153071,0.104909722923811,0.452282937649204,0.39376384099712,0.001,Ps
42.25,-117.25,10.7783,0.938819,0.109346,0.0270363,1,Ps,10.9978,0.158323,0.0448398,0.00270135,45,Sp,0.276363952623335,0.105852749769553,0.429092089399981,0.365325199121451,0.001,Ps
42.5,-117.25,10.926,0.934765,0.0917331,0.0215658,1,Ps,11.0707,0.15876,0.0404808,0.00416519,50,Sp,0.225365995131819,0.110533954194636,0.418587641161343,0.331434723039769,0.001,Ps
42.75,-117.25,11.0367,0.744052,0.0865569,0.023345,1,Ps,11.4003,0.284766,0.0356399,0.00162326,50,Sp,0.214149859766984,0.11172800994418,0.440930245757421,0.334708870983436,0.001,Ps
43,-117.25,10.5104,0.684759,0.09582,0.0243306,1,Ps,11.803,0.125946,0.0382549,0.00363736,45.0900247949647,Sp,0.29457843377389,0.109081995599951,0.461190793301247,0.30485942393969,0.001,Ps
43.25,-117.25,10.1284,0.6793,0.0971127,0.0415885,1,Ps,11.0779,0.532871,0.0451382,0.0071218,37.2299153124285,Sp,0.405381283788317,0.108685353938473,0.483311074862384,0.272644588580819,0.001,Ps
43.5,-117.25,10.1414,0.619238,0.0978332,0.0495215,1,Ps,10.6363,0.218185,0.0484561,0.00773875,25.2700743848941,Sp,0.406692635454298,0.108299969572735,0.479844527546303,0.263449786196666,0.001,Ps
43.75,-117.25,9.77106,0.615435,0.104948,0.0575529,1,Ps,10.5887,0.123707,0.0361999,0.00615605,44.819943541619,Sp,0.226499814961127,0.1108241825596,0.42501559195502,0.256003797819104,0.001,Ps
44,-117.25,9.77343,0.735462,0.0961477,0.0575965,1,Ps,10.4692,0.154288,0.0360529,0.00478717,40.9197375448234,Sp,0.133893657214619,0.108547142851786,0.375538211912726,0.250190694218271,0.001,Ps
44.25,-117.25,9.73251,0.738139,0.0750649,0.0475362,1,Ps,10.214,0.092339,0.0399325,0.00507896,45.9197375448234,Sp,0.119876280288472,0.100881061781576,0.390008756289329,0.2613889551515,0.001,Ps
44.5,-117.25,9.55165,0.743821,0.0631557,0.0461163,1,Ps,10.2931,0.153703,0.0405925,0.00479196,47.869843977447,Sp,0.0961745011952048,0.0874610772643845,0.39282604224557,0.271363683232671,0.001,Ps
44.75,-117.25,9.78564,0.741184,0.0589384,0.0436691,1,Ps,10.4883,0.123578,0.0436327,0.00389858,37.4099717708095,Sp,0.100567626367614,0.0894088131007405,0.396116118368389,0.265146250337895,0.001,Ps
45,-117.25,10.5372,0.609269,0.0830689,0.0438382,1,Ps,10.4233,0.155149,0.0419368,0.00338143,20.0206065480121,Sp,0.112136527781598,0.0939275886136087,0.410165651383991,0.247367224727742,0.001,Ps
32.75,-117,8.01303,0.432587,0.0849537,0.0376634,1,Ps,12.1053,0.0942979,0.0488838,0.00679059,31.3899061570153,Sp,0.151459857754307,0.115049482170178,0.61994168514965,0.47161188524424,0.001,Ps
33,-117,8.00522,0.369065,0.084537,0.0385915,1,Ps,12.1204,0.0630207,0.048918,0.00629519,28.9799206493027,Sp,0.136569630757165,0.10702484183039,0.601506340162206,0.440379790412251,0.001,Ps
33.25,-117,8.19022,0.444808,0.103253,0.0419079,1,Ps,12.2159,0.031621,0.0457813,0.00564152,10.2800030518044,Sp,0.147418733806769,0.113175909642968,0.51826696320724,0.405869491072795,0.001,Ps
33.5,-117,8.28794,0.386604,0.0928416,0.0438106,1,Ps,12.174,0.285576,0.0374732,0.00407557,15.2700743848941,Sp,0.134100053018087,0.107924039389949,0.435745388808596,0.347173062930242,0.001,Ps
33.75,-117,8.47666,0.384945,0.114181,0.0489874,1,Ps,11.4174,0.316472,0.0361064,0.00365061,37.5900282291905,Sp,0.161796910815432,0.121752542582705,0.41650681474003,0.328926880842135,0.001,Ps
34,-117,9.29418,0.308183,0.188069,0.0520169,1,Ps,11.15,0.0943904,0.0424176,0.00366195,30.8300942254061,Sp,0.295584085444776,0.107656929425466,0.375841724425475,0.235652953627343,0.001,Ps
34.25,-117,9.91291,0.246668,0.239391,0.0534397,1,Ps,11.1728,0.125088,0.0416006,0.00463628,31.2001220721752,Sp,0.431296055899704,0.102275716305936,0.370683208927157,0.192847427442394,0.001,Ps
34.5,-117,9.63548,0.248582,0.213078,0.0703227,1,Ps,11.4816,0.187263,0.0358619,0.00295642,44.6299652847793,Sp,0.47651279257352,0.106031698017563,0.358990046773514,0.196291813434026,0.001,Ps
34.75,-117,9.42917,0.248661,0.214229,0.0811729,1,Ps,11.3075,0.253397,0.0396235,0.00420164,44.5399404898146,Sp,0.478906786377923,0.108976431726662,0.488479975259007,0.226167691987517,0.001,Ps
35,-117,9.32845,0.248728,0.20997,0.0793805,1,Ps,11.1322,0.254602,0.0453264,0.00388861,39.5399404898146,Sp,0.418371946098985,0.109017222954921,0.50490635109408,0.242517288813503,0.001,Ps
35.25,-117,8.85849,0.305498,0.184392,0.0962141,1,Ps,10.8773,0.286122,0.0495753,0.00126233,30,Sp,0.234357376527483,0.109224573061157,0.380889624123901,0.286229473552755,0.001,Ps
35.5,-117,8.90725,0.307167,0.203617,0.107912,1,Ps,11.1398,0.221009,0.0473431,0.003816,39.2698661049205,Sp,0.277008458609811,0.107961700298228,0.40534095669507,0.264083111540446,0.001,Ps
35.75,-117,9.11664,0.377071,0.201938,0.102646,1,Ps,11.0488,0.0938587,0.038207,0.0040301,39.0798809796292,Sp,0.405217215055659,0.103844923207896,0.434072822288451,0.208969588599769,0.001,Ps
36,-117,9.44628,0.376996,0.17435,0.0971042,1,Ps,11.0411,0.219003,0.0383054,0.00434206,25.2700743848941,Sp,0.668990950007673,0.0993005823246088,0.450018379766826,0.173507009603099,0.001,Ps
36.25,-117,9.98775,0.446959,0.118592,0.0689823,1,Ps,10.7907,0.408007,0.0400135,0.00324782,31.9499122606241,Sp,0.866818272872307,0.0967131009599147,0.418161922716906,0.172005407119528,0.001,Ps
36.5,-117,10.1694,0.381913,0.0745529,0.0520068,1,Ps,10.5396,0.220191,0.0341574,0.00353659,30.5500843051501,Sp,0.971412052196511,0.0946315986474264,0.403904182621121,0.197563789387498,0.001,Ps
36.75,-117,10.5561,0.44101,0.117967,0.0524811,1,Ps,10.6635,0.37575,0.0316952,0.00292492,30.9201190203708,Sp,0.673094640322303,0.0972128675795622,0.352926675258847,0.120893133818521,0.001,Ps
37,-117,10.7901,0.449166,0.1403,0.0559783,1,Ps,10.8198,0.342293,0.0382178,0.00723132,10.4600595101854,Sp,0.309054569470958,0.10361009413693,0.308236618742422,0.194755161662228,0.001,Ps
37.25,-117,10.6281,0.378004,0.134826,0.0551375,1,Ps,11.2003,0.217093,0.0513795,0.00461021,30.2800030518044,Sp,0.309422454187548,0.102505985732185,0.306252286765814,0.198725989152647,0.001,Ps
37.5,-117,10.423,0.438993,0.119139,0.0573766,1,Ps,11.4094,0.18622,0.0516905,0.00435793,14.1599702392321,Sp,0.20641393788525,0.105873601699376,0.328414119942851,0.276241792823782,0.001,Ps
37.75,-117,10.2799,0.370886,0.106765,0.0589321,1,Ps,11.4895,0.593323,0.0393186,0.00907478,32.1299687190051,Sp,0.195563596164889,0.10685717762906,0.354323474327715,0.290261802598964,0.001,Ps
38,-117,10.0306,0.373783,0.140736,0.0638478,1,Ps,11.7524,1.31462,0.0331005,0.008824,3.04038109701867,Sp,0.333909853955438,0.100488681949705,0.344985215796724,0.215774324458272,0.001,Ps
38.25,-117,9.86658,0.375742,0.129809,0.0597771,1,Ps,11.2789,1.06617,0.0346263,0.00544923,21.2098496986343,Sp,0.252801048744494,0.102151980494578,0.328833819494335,0.258113585527008,0.001,Ps
38.5,-117,10.0822,0.434309,0.145345,0.0531503,1,Ps,10.8705,1.09978,0.0372968,0.00356557,43.889895854338,Sp,0.440428267914113,0.103021556649132,0.433000365171006,0.221025794807236,0.001,Ps
38.75,-117,10.213,0.504526,0.133066,0.0489558,1,Ps,10.0563,1.48449,0.0400205,0.00513938,22.9501411459525,Sp,0.51760935366056,0.102864857439387,0.456624122827674,0.246631866728532,0.001,Ps
39,-117,10.2285,0.503653,0.13761,0.0468423,1,Ps,10.8113,1.10547,0.038266,0.00453367,28.8098065947351,Sp,0.497397621757809,0.104573633700111,0.481838865543212,0.266908137480585,0.001,Ps
39.25,-117,10.1111,0.628545,0.122334,0.0424903,1,Ps,10.7854,0.379808,0.0387968,0.00402795,5.18005645838102,Sp,0.452318819229783,0.103861107967926,0.479832092206992,0.317035506264304,0.001,Ps
39.5,-117,9.70264,0.69088,0.0764464,0.0448053,1,Ps,10.7375,0.634292,0.0382418,0.00382918,24.5399404898146,Sp,0.444258904630326,0.102692829978197,0.444281822798836,0.339970022049487,0.001,Ps
39.75,-117,9.81029,0.7524,0.0991301,0.0441728,1,Ps,11.9787,0.66768,0.0382418,0.00583734,29.1798275730526,Sp,0.422686591163065,0.10348711751148,0.429919851778793,0.371898402999116,0.001,Ps
40,-117,9.62918,0.807643,0.0837036,0.0425406,1,Ps,12.1909,0.510633,0.0422872,0.00582325,39.6299652847793,Sp,0.428098843850551,0.104962202676446,0.409926030854093,0.415117210817898,0.001,Ps
40.25,-117,9.62484,0.747357,0.0794235,0.0428958,1,Ps,11.2762,0.448906,0.045519,0.00537995,46.9499122606241,Sp,0.428270609026881,0.107040977649838,0.413352259240622,0.425898369541695,0.001,Ps
40.5,-117,9.8597,0.735972,0.079752,0.0378502,1,Ps,11.8513,0.514099,0.0427425,0.00437896,34.9099752050353,Sp,0.392885552181238,0.107775060426776,0.464212335343139,0.46499085190031,0.001,Ps
40.75,-117,9.94889,0.666467,0.0696738,0.0335098,1,Ps,12.2644,0.224644,0.042728,0.00281282,25.4697871366445,Sp,0.365877803197037,0.106780198538977,0.474644451735304,0.47056722434437,0.001,Ps
41,-117,10.0488,0.798053,0.0674213,0.0314649,1,Ps,12.1393,0.703373,0.0411452,0.00533276,28.9799206493027,Sp,0.359074335035191,0.105680933877409,0.461150944280425,0.466758463274136,0.001,Ps
41.25,-117,9.80701,0.752396,0.0802096,0.0341765,1,Ps,10.4057,0.764893,0.0390063,0.00403904,47.4099717708095,Sp,0.389203277177294,0.107564570614341,0.506844978644446,0.517805361611311,0.001,Ps
41.5,-117,9.66563,0.887908,0.083752,0.034749,1,Ps,10.4782,0.285816,0.0383414,0.00317481,49.7299256151059,Sp,0.389472527441395,0.108327697508993,0.507817963954711,0.539408613452902,0.001,Ps
41.75,-117,10.1144,0.941698,0.0984363,0.031156,1,Ps,10.7416,0.410634,0.0350692,0.00191575,47.5900282291905,Sp,0.344256177375007,0.105709163052359,0.459128527177034,0.475404344289834,0.001,Ps
42,-117,10.767,0.815785,0.111301,0.029124,1,Ps,10.9055,0.126146,0.0377631,0.00336396,45.4600595101854,Sp,0.276179181011681,0.103672664111998,0.407048138056312,0.378404501552635,0.001,Ps
42.25,-117,10.8966,0.814733,0.106782,0.027172,1,Ps,10.9445,0.0947256,0.0426552,0.00180811,46.9499122606241,Sp,0.242537190449688,0.105519489096319,0.394416982206277,0.351799607022129,0.001,Ps
42.5,-117,10.8968,0.806743,0.0948422,0.0240402,1,Ps,10.9249,0.252971,0.0428164,0.00329508,44.719990079744,Sp,0.229844523057641,0.107632341843302,0.414331472584035,0.325139528254132,0.001,Ps
42.75,-117,11.2376,0.744961,0.0927101,0.0285572,1,Ps,11.3742,0.409619,0.0346783,0.00333687,50,Sp,0.213456566537528,0.109993270331269,0.475713676012909,0.348786431720922,0.001,Ps
43,-117,10.7563,0.687535,0.0907225,0.0254543,1,Ps,11.8523,0.313575,0.0336162,0.00425706,45.4600595101854,Sp,0.28837352124893,0.107422333163249,0.456412732252714,0.30084334950135,0.001,Ps
43.25,-117,10.266,0.621736,0.0915593,0.0386437,1,Ps,10.9525,0.561956,0.0458513,0.00932184,37.2299153124285,Sp,0.418289410252738,0.108046438563953,0.477665815142797,0.252737652202852,0.001,Ps
43.5,-117,10.1663,0.687175,0.0883762,0.0457521,1,Ps,10.5662,0.279545,0.0470601,0.00908539,34.2599305695586,Sp,0.459996178008058,0.107156471132698,0.487691039194323,0.24135784279043,0.001,Ps
43.75,-117,9.88606,0.73972,0.0890527,0.0500664,1,Ps,10.813,0.370471,0.0374144,0.00386307,36.3801785305562,Sp,0.246815031606447,0.11012672177946,0.443222536819815,0.253509076806013,0.001,Ps
44,-117,10.1271,0.859387,0.0579331,0.0265734,1,Ps,10.7261,0.24648,0.0407017,0.00375467,40.280009920256,Sp,0.125078977698491,0.10459558241125,0.409639404417472,0.265347250963607,0.001,Ps
44.25,-117,9.98499,0.861638,0.0588677,0.0325456,1,Ps,10.2926,0.122866,0.0460261,0.00188366,38.0500877393759,Sp,0.115674426350768,0.0987914452280279,0.411740453701087,0.271279690616453,0.001,Ps
44.5,-117,9.57732,0.74572,0.068994,0.0465071,1,Ps,10.2364,0.0919271,0.0460261,0.00166643,43.7998710593732,Sp,0.0874159968891809,0.0830289782668405,0.418226355706906,0.28196225365341,0.001,Ps
44.75,-117,9.82097,0.683241,0.068402,0.0456087,1,Ps,10.293,0.0922284,0.0455207,0.00165817,39.2599374380102,Sp,0.0921070847306917,0.0849870366991052,0.420751032570605,0.276862213227337,0.001,Ps
45,-117,10.5541,0.609171,0.0816416,0.0426031,1,Ps,10.2863,0.0926228,0.0422832,0.00240415,39.089816514991,Sp,0.102989063405736,0.089457747774124,0.418149802439444,0.250504889997404,0.001,Ps
32.75,-116.75,8.072,0.303404,0.100316,0.0371034,1,Ps,11.8849,0.188454,0.0404932,0.00249068,29.639887083238,Sp,0.183163819068903,0.118826923601777,0.621658632224681,0.501113020243013,0.001,Ps
33,-116.75,8.18966,0.368409,0.105544,0.0379357,1,Ps,11.9392,0.157557,0.0393982,0.00369597,34.5498760251764,Sp,0.159733110884771,0.118547637976845,0.603725195072682,0.477360829345588,0.001,Ps
33.25,-116.75,8.06436,0.312859,0.116833,0.0461437,1,Ps,12.1044,0.0633202,0.0397891,0.00493258,15.0205996795605,Sp,0.159152609522508,0.119813445689719,0.507989770798977,0.428524705159117,0.001,Ps
33.5,-116.75,8.20214,0.314194,0.136481,0.0560573,1,Ps,12.1872,0.190694,0.0354693,0.00414516,24.0596559071645,Sp,0.162265664733211,0.11694155103896,0.412550297689493,0.365369029500508,0.001,Ps
33.75,-116.75,8.53059,0.322515,0.156947,0.0644507,1,Ps,11.5395,0.285421,0.033542,0.00394455,35,Sp,0.183379612006719,0.114357061260816,0.390470726908477,0.345049287601917,0.001,Ps
34,-116.75,9.16051,0.250786,0.210969,0.0639558,1,Ps,11.2126,0.12625,0.0367504,0.0039861,39.9099752050353,Sp,0.291662564485453,0.107000518240858,0.381746736187617,0.255368415449145,0.001,Ps
34.25,-116.75,9.77756,0.247028,0.242261,0.0566394,1,Ps,11.307,0.125693,0.0381245,0.00247643,42.2201876859693,Sp,0.430464500736953,0.102083605923134,0.376383142712864,0.207426609194302,0.001,Ps
34.5,-116.75,9.53471,0.179793,0.226633,0.0788704,1,Ps,11.5797,0.125645,0.0390473,0.00356394,29.5292694771643,Sp,0.458172824282838,0.104915310612775,0.386731857396029,0.223461478173756,0.001,Ps
34.75,-116.75,9.3885,0.248622,0.225296,0.105777,1,Ps,11.6988,0.158928,0.0419241,0.00263681,30.7299534599832,Sp,0.455393925379878,0.108110675554776,0.469608552443691,0.258932998098755,0.001,Ps
35,-116.75,9.18038,0.304994,0.216511,0.100732,1,Ps,11.1578,0.478328,0.0453264,0.0032217,35.0900247949647,Sp,0.432557475519058,0.107852420631741,0.485753911875284,0.283303940388861,0.001,Ps
35.25,-116.75,8.8154,0.315756,0.178424,0.105044,1,Ps,10.7786,0.286258,0.0497059,0.0025234,37.0401312275883,Sp,0.251874599331599,0.107538628522781,0.37368282827352,0.320477639718661,0.001,Ps
35.5,-116.75,8.92675,0.318267,0.190069,0.110948,1,Ps,11.0978,0.315416,0.0484737,0.00364111,31.1203936827649,Sp,0.341115418267365,0.105046908479596,0.399410116096125,0.277335490642884,0.001,Ps
35.75,-116.75,9.0836,0.318958,0.193286,0.103555,1,Ps,11.1459,0.0625882,0.0398467,0.00359861,29.6204318303197,Sp,0.484571250507901,0.101541969519683,0.439461429904523,0.243688605992456,0.001,Ps
36,-116.75,9.2815,0.376058,0.172542,0.0828462,1,Ps,10.9121,0.219444,0.0391612,0.00250806,45,Sp,0.629136237610058,0.099956433121651,0.438950088399293,0.198182060539227,0.001,Ps
36.25,-116.75,9.85542,0.379599,0.125583,0.0718513,1,Ps,10.5552,0.220158,0.0393991,0.0033818,42.9598687724117,Sp,0.864126852327669,0.0970813571054039,0.434738407582518,0.180860078848195,0.001,Ps
36.5,-116.75,10.1736,0.381417,0.0810747,0.0527759,1,Ps,10.629,0.283768,0.0323779,0.00427997,29.3503368400708,Sp,0.978505956340247,0.0948931462186582,0.413595840169449,0.207292452642269,0.001,Ps
36.75,-116.75,10.666,0.376902,0.115808,0.0539904,1,Ps,11.108,0.281554,0.0302039,0.0040984,25.7299534599832,Sp,0.73365841803587,0.0964434291352317,0.342698292171272,0.130749147969331,0.001,Ps
37,-116.75,10.9864,0.373674,0.134625,0.0544823,1,Ps,10.9378,0.185897,0.044199,0.00726237,5.45012397482357,Sp,0.432603130976205,0.0978990060116169,0.262903703827386,0.145234466350323,0.001,Ps
37.25,-116.75,10.8655,0.441103,0.133087,0.0562837,1,Ps,11.0788,0.215953,0.0503861,0.00356856,28.1507972838941,Sp,0.366292835414519,0.099499014732733,0.284936763547341,0.174483145358188,0.001,Ps
37.5,-116.75,10.3989,0.372343,0.127906,0.0615074,1,Ps,11.3865,0.37078,0.0474301,0.00570976,34.1702872501413,Sp,0.236955992414479,0.103214712529933,0.312029767217257,0.257994049038055,0.001,Ps
