lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,breadthMoho,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,breadthLAB,typeLAB
35.75,-118.5,9.95695,0.505947,0.110809,0.0363558,1,Ps,11.6774,0.344068,0.0279797,0.00257101,43.0500877393759,Sp
36,-118.5,9.90392,0.568153,0.102615,0.0408344,1,Ps,11.9502,0.154871,0.0298662,0.00271147,39.3598908998852,Sp
36.25,-118.5,10.058,0.707789,0.10494,0.0426662,1,Ps,11.6458,0.123928,0.0334241,0.00110885,27.2299153124285,Sp
36.5,-118.5,9.7852,0.645126,0.0872344,0.0381077,1,Ps,11.5843,0.217472,0.033743,0.00189297,30,Sp
36.75,-118.5,10.0265,0.700337,0.0844518,0.0357498,1,Ps,11.5521,0.312598,0.0383583,0.002097,22.5900282291905,Sp
37,-118.5,10.4677,0.574875,0.148638,0.044135,1,Ps,11.2746,0.313283,0.0396403,0.0039661,34.8199504100706,Sp
37.25,-118.5,10.6225,0.638939,0.127026,0.0441181,1,Ps,11.1961,0.219906,0.0339386,0.00685905,35.7400625619898,Sp
37.5,-118.5,10.9725,0.513875,0.116155,0.0430408,1,Ps,11.1561,0.505064,0.0274154,0.00544048,38.7998710593732,Sp
37.75,-118.5,10.933,0.51578,0.131269,0.0551351,1,Ps,10.9833,0.540207,0.0242382,0.00370756,18.6100938429847,Sp
38,-118.5,10.8483,0.515759,0.154007,0.0622542,1,Ps,11.7043,0.413152,0.0236422,0.00139569,15.2550109670406,Sp
38.25,-118.5,10.8481,0.384136,0.151949,0.0612813,1,Ps,11.559,0.951467,0.0241178,0.00197975,14.0350035285815,Sp
38.5,-118.5,10.6794,0.510498,0.136655,0.0558856,1,Ps,9.94379,0,0.0214482,0,17.0007525408662,Sp
38.75,-118.5,10.3674,0.570219,0.113256,0.0523438,1,Ps,11.7841,0.380361,0.0250413,0.00311395,19.3237171732357,Sp
39,-118.5,10.4481,0.567564,0.100465,0.0501452,1,Ps,12.3574,0.855659,0.0264553,0.00343824,15.1800495899294,Sp
39.25,-118.5,10.436,0.567271,0.0894892,0.0498,1,Ps,11.2677,1.14416,0.0284725,0.00899216,15.7497901884489,Sp
39.5,-118.5,10.5348,0.565388,0.0765683,0.0485403,1,Ps,11.2958,0.605498,0.0435287,0.00978329,9.07988097962921,Sp
39.75,-118.5,10.1252,0.569205,0.0829914,0.0512885,1,Ps,11.7336,0.288264,0.0402162,0.00614586,22.5900282291905,Sp
40,-118.5,9.47332,0.496858,0.099507,0.0651533,1,Ps,11.8612,0.384833,0.0284287,0.00645094,27.9598412986053,Sp
40.25,-118.5,9.49343,0.366266,0.0886573,0.0582457,1,Ps,10.5569,0.512768,0.0375889,0.0101447,41.0200656137942,Sp
40.5,-118.5,9.48562,0.368141,0.109556,0.0693836,1,Ps,10.1226,0.1279,0.045176,0.00383784,34.6399008201411,Sp
40.75,-118.5,9.41424,0.436474,0.130562,0.072704,1,Ps,10.0159,0.254761,0.0411635,0.00366111,11.8402380407416,Sp
41,-118.5,9.40112,0.494656,0.12806,0.0676114,1,Ps,10.0877,0.445251,0.0387241,0.00342593,31.8402380407416,Sp
41.25,-118.5,9.66032,0.553092,0.125417,0.0656138,1,Ps,11.0092,0.413069,0.0426411,0.00267003,19.4598306248569,Sp
41.5,-118.5,10.0776,0.685351,0.122705,0.0581525,1,Ps,11.0812,0.509012,0.0424807,0.003786,35.9201190203708,Sp
